gene_name	cdR20291_gene	cd630_gene	cdR20291_homolog	cd630_homolog	iCdR700_included	iCdG706_included
none	fig|645463.3.peg.3596	fig|272563.8.peg.3723	1	1	0	0
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	fig|645463.3.peg.3595	fig|272563.8.peg.3722	1	1	1	1
none	fig|645463.3.peg.3594	fig|272563.8.peg.3721	1	1	0	0
none	fig|645463.3.peg.3593	fig|272563.8.peg.3720	1	1	0	0
none	fig|645463.3.peg.378	fig|272563.8.peg.372	1	1	0	0
none	fig|645463.3.peg.3592	fig|272563.8.peg.3719	1	1	0	0
Thymidylate kinase (EC 2.7.4.9)	fig|645463.3.peg.3591	fig|272563.8.peg.3718	1	1	1	1
none	fig|645463.3.peg.3590	fig|272563.8.peg.3717	1	1	0	0
none	fig|645463.3.peg.3589	fig|272563.8.peg.3716	1	1	0	0
none	fig|645463.3.peg.3588	fig|272563.8.peg.3715	1	1	0	0
none	fig|645463.3.peg.3587	fig|272563.8.peg.3714	1	1	0	0
none	fig|645463.3.peg.3586	fig|272563.8.peg.3713	1	1	0	0
none	fig|645463.3.peg.3585	fig|272563.8.peg.3712	1	1	0	0
nicotinate phosphoribosyltransferase (EC 2.4.2.11)	fig|645463.3.peg.3584	fig|272563.8.peg.3711	1	1	1	1
none	fig|645463.3.peg.3583	fig|272563.8.peg.3710	1	1	0	0
none	fig|645463.3.peg.377	fig|272563.8.peg.371	1	1	0	0
none	fig|645463.3.peg.3582	fig|272563.8.peg.3709	1	1	0	0
Methionyl-tRNA synthetase (EC 6.1.1.10)	fig|645463.3.peg.3581	fig|272563.8.peg.3708	1	1	1	1
none	fig|645463.3.peg.3580	fig|272563.8.peg.3707	1	1	0	0
none	fig|645463.3.peg.3579	fig|272563.8.peg.3706	1	1	0	0
none	fig|645463.3.peg.3578	fig|272563.8.peg.3705	1	1	0	0
none	fig|645463.3.peg.3577	fig|272563.8.peg.3704	1	1	0	0
none	fig|645463.3.peg.3576	fig|272563.8.peg.3703	1	1	0	0
none	fig|645463.3.peg.3575	fig|272563.8.peg.3702	1	1	0	0
none	fig|645463.3.peg.3574	fig|272563.8.peg.3701	1	1	0	0
none	fig|645463.3.peg.3573	fig|272563.8.peg.3700	1	1	0	0
none	fig|645463.3.peg.376	fig|272563.8.peg.370	1	1	0	0
none	fig|645463.3.peg.29	fig|272563.8.peg.37	1	1	0	0
none	fig|645463.3.peg.3572	fig|272563.8.peg.3699	1	1	0	0
none	fig|645463.3.peg.3571	fig|272563.8.peg.3698	1	1	0	0
none	fig|645463.3.peg.3570	fig|272563.8.peg.3697	1	1	0	0
none	fig|645463.3.peg.3569	fig|272563.8.peg.3696	1	1	0	0
none	fig|645463.3.peg.3153	fig|272563.8.peg.3695	1	1	0	0
none	fig|645463.3.peg.3567	fig|272563.8.peg.3693	1	1	0	0
none	fig|645463.3.peg.3566	fig|272563.8.peg.3692	1	1	0	0
none	fig|645463.3.peg.3565	fig|272563.8.peg.3691	1	1	0	0
none	fig|645463.3.peg.3564	fig|272563.8.peg.3690	1	1	0	0
none	fig|645463.3.peg.3563	fig|272563.8.peg.3689	1	1	0	0
none	fig|645463.3.peg.3562	fig|272563.8.peg.3688	1	1	0	0
none	fig|645463.3.peg.3682	fig|272563.8.peg.3688	1	1	0	0
none	fig|645463.3.peg.3561	fig|272563.8.peg.3687	1	1	0	0
none	fig|645463.3.peg.3560	fig|272563.8.peg.3686	1	1	0	0
none	fig|645463.3.peg.3559	fig|272563.8.peg.3685	1	1	0	0
none	fig|645463.3.peg.3558	fig|272563.8.peg.3684	1	1	0	0
glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	fig|645463.3.peg.3557	fig|272563.8.peg.3683	1	1	1	1
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	fig|645463.3.peg.3556	fig|272563.8.peg.3682	1	1	1	1
none	fig|645463.3.peg.3555	fig|272563.8.peg.3681	1	1	0	0
none	fig|645463.3.peg.3554	fig|272563.8.peg.3680	1	1	0	0
none	fig|645463.3.peg.375	fig|272563.8.peg.368	1	1	0	0
none	fig|645463.3.peg.3553	fig|272563.8.peg.3679	1	1	0	0
none	fig|645463.3.peg.3552	fig|272563.8.peg.3678	1	1	0	0
none	fig|645463.3.peg.3551	fig|272563.8.peg.3677	1	1	0	0
none	fig|645463.3.peg.3550	fig|272563.8.peg.3676	1	1	0	0
none	fig|645463.3.peg.3549	fig|272563.8.peg.3675	1	1	0	0
none	fig|645463.3.peg.3548	fig|272563.8.peg.3674	1	1	0	0
none	fig|645463.3.peg.3547	fig|272563.8.peg.3673	1	1	0	0
none	fig|645463.3.peg.3546	fig|272563.8.peg.3672	1	1	0	0
none	fig|645463.3.peg.3545	fig|272563.8.peg.3671	1	1	0	0
none	fig|645463.3.peg.3544	fig|272563.8.peg.3670	1	1	0	0
none	fig|645463.3.peg.374	fig|272563.8.peg.367	1	1	0	0
none	fig|645463.3.peg.3543	fig|272563.8.peg.3669	1	1	0	0
none	fig|645463.3.peg.3542	fig|272563.8.peg.3668	1	1	0	0
none	fig|645463.3.peg.3541	fig|272563.8.peg.3667	1	1	0	0
none	fig|645463.3.peg.3540	fig|272563.8.peg.3666	1	1	0	0
none	fig|645463.3.peg.3539	fig|272563.8.peg.3665	1	1	0	0
none	fig|645463.3.peg.3538	fig|272563.8.peg.3664	1	1	0	0
none	fig|645463.3.peg.3537	fig|272563.8.peg.3663	1	1	0	0
none	fig|645463.3.peg.3536	fig|272563.8.peg.3662	1	1	0	0
none	fig|645463.3.peg.3535	fig|272563.8.peg.3661	1	1	0	0
none	fig|645463.3.peg.3534	fig|272563.8.peg.3660	1	1	0	0
none	fig|645463.3.peg.373	fig|272563.8.peg.366	1	1	0	0
none	fig|645463.3.peg.3533	fig|272563.8.peg.3659	1	1	0	0
none	fig|645463.3.peg.3532	fig|272563.8.peg.3658	1	1	0	0
none	fig|645463.3.peg.3531	fig|272563.8.peg.3657	1	1	0	0
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	fig|645463.3.peg.238	fig|272563.8.peg.3656	1	1	1	1
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	fig|645463.3.peg.3530	fig|272563.8.peg.3656	1	1	1	1
none	fig|645463.3.peg.3529	fig|272563.8.peg.3655	1	1	0	0
none	fig|645463.3.peg.3528	fig|272563.8.peg.3654	1	1	0	0
none	fig|645463.3.peg.3527	fig|272563.8.peg.3653	1	1	0	0
none	fig|645463.3.peg.3526	fig|272563.8.peg.3652	1	1	0	0
none	fig|645463.3.peg.3525	fig|272563.8.peg.3651	1	1	0	0
none	fig|645463.3.peg.3524	fig|272563.8.peg.3650	1	1	0	0
GTP pyrophosphokinase (EC 2.7.6.5)	fig|645463.3.peg.372	fig|272563.8.peg.365	1	1	1	1
none	fig|645463.3.peg.3523	fig|272563.8.peg.3649	1	1	0	0
none	fig|645463.3.peg.3522	fig|272563.8.peg.3648	1	1	0	0
none	fig|645463.3.peg.3521	fig|272563.8.peg.3647	1	1	0	0
none	fig|645463.3.peg.3520	fig|272563.8.peg.3646	1	1	0	0
uracil phosphoribosyltransferase (EC 2.4.2.9)	fig|645463.3.peg.3519	fig|272563.8.peg.3645	1	1	1	1
none	fig|645463.3.peg.3518	fig|272563.8.peg.3644	1	1	0	0
none	fig|645463.3.peg.3517	fig|272563.8.peg.3643	1	1	0	0
dCMP deaminase (EC 3.5.4.12)	fig|645463.3.peg.3516	fig|272563.8.peg.3642	1	1	1	1
ATP synthase protein I	fig|645463.3.peg.3515	fig|272563.8.peg.3641	1	1	1	1
ATP synthase protein I	fig|645463.3.peg.3514	fig|272563.8.peg.3640	1	1	1	1
none	fig|645463.3.peg.371	fig|272563.8.peg.364	1	1	0	0
none	fig|645463.3.peg.3513	fig|272563.8.peg.3639	1	1	0	0
none	fig|645463.3.peg.3512	fig|272563.8.peg.3638	1	1	0	0
none	fig|645463.3.peg.3511	fig|272563.8.peg.3637	1	1	0	0
ATP synthase delta chain (EC 3.6.3.14)	fig|645463.3.peg.3510	fig|272563.8.peg.3636	1	1	1	1
ATP synthase alpha chain (EC 3.6.3.14)	fig|645463.3.peg.3509	fig|272563.8.peg.3635	1	1	1	1
ATP synthase gamma chain (EC 3.6.3.14)	fig|645463.3.peg.3508	fig|272563.8.peg.3634	1	1	1	1
ATP synthase beta chain (EC 3.6.3.14)	fig|645463.3.peg.3507	fig|272563.8.peg.3633	1	1	1	1
ATP synthase epsilon chain (EC 3.6.3.14)	fig|645463.3.peg.3506	fig|272563.8.peg.3632	1	1	1	1
none	fig|645463.3.peg.3505	fig|272563.8.peg.3631	1	1	0	0
none	fig|645463.3.peg.3504	fig|272563.8.peg.3630	1	1	0	0
none	fig|645463.3.peg.370	fig|272563.8.peg.363	1	1	0	0
none	fig|645463.3.peg.3503	fig|272563.8.peg.3629	1	1	0	0
Alanine racemase (EC 5.1.1.1)	fig|645463.3.peg.3502	fig|272563.8.peg.3628	1	1	1	1
none	fig|645463.3.peg.3501	fig|272563.8.peg.3627	1	1	0	0
none	fig|645463.3.peg.3500	fig|272563.8.peg.3626	1	1	0	0
Transketolase, N-terminal section (EC 2.2.1.1)	fig|645463.3.peg.3499	fig|272563.8.peg.3625	1	1	1	1
Transketolase, C-terminal section (EC 2.2.1.1)	fig|645463.3.peg.3498	fig|272563.8.peg.3624	1	1	1	1
none	fig|645463.3.peg.3497	fig|272563.8.peg.3623	1	1	0	0
none	fig|645463.3.peg.3496	fig|272563.8.peg.3622	1	1	0	0
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|645463.3.peg.3495	fig|272563.8.peg.3621	1	1	1	1
none	fig|645463.3.peg.3494	fig|272563.8.peg.3620	1	1	0	0
none	fig|645463.3.peg.369	fig|272563.8.peg.362	1	1	0	0
none	fig|645463.3.peg.3474	fig|272563.8.peg.3618	1	1	0	0
none	fig|645463.3.peg.3473	fig|272563.8.peg.3617	1	1	0	0
Tagatose-6-phosphate kinase (EC 2.7.1.144)	fig|645463.3.peg.3472	fig|272563.8.peg.3616	1	1	1	1
none	fig|645463.3.peg.3471	fig|272563.8.peg.3615	1	1	0	0
none	fig|645463.3.peg.3470	fig|272563.8.peg.3614	1	1	0	0
Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	fig|645463.3.peg.3469	fig|272563.8.peg.3613	1	1	1	1
none	fig|645463.3.peg.3468	fig|272563.8.peg.3612	1	1	0	0
none	fig|645463.3.peg.3467	fig|272563.8.peg.3611	1	1	0	0
none	fig|645463.3.peg.3466	fig|272563.8.peg.3610	1	1	0	0
none	fig|645463.3.peg.368	fig|272563.8.peg.361	1	1	0	0
none	fig|645463.3.peg.3465	fig|272563.8.peg.3609	1	1	0	0
none	fig|645463.3.peg.3464	fig|272563.8.peg.3608	1	1	0	0
none	fig|645463.3.peg.3463	fig|272563.8.peg.3607	1	1	0	0
Aspartate aminotransferase (EC 2.6.1.1)	fig|645463.3.peg.3462	fig|272563.8.peg.3606	1	1	1	1
none	fig|645463.3.peg.3461	fig|272563.8.peg.3605	1	1	0	0
none	fig|645463.3.peg.3460	fig|272563.8.peg.3604	1	1	0	0
none	fig|645463.3.peg.3459	fig|272563.8.peg.3603	1	1	0	0
Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	fig|645463.3.peg.3458	fig|272563.8.peg.3602	1	1	1	1
Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	fig|645463.3.peg.3457	fig|272563.8.peg.3601	1	1	1	1
Cobalamin synthase	fig|645463.3.peg.3456	fig|272563.8.peg.3600	1	1	1	1
none	fig|645463.3.peg.367	fig|272563.8.peg.360	1	1	0	0
none	fig|645463.3.peg.28	fig|272563.8.peg.36	1	1	0	0
none	fig|645463.3.peg.3455	fig|272563.8.peg.3599	1	1	0	0
Cobyric acid synthase	fig|645463.3.peg.3454	fig|272563.8.peg.3598	1	1	1	1
none	fig|645463.3.peg.3453	fig|272563.8.peg.3597	1	1	0	0
Adenosylcobinamide-phosphate synthase	fig|645463.3.peg.3452	fig|272563.8.peg.3596	1	1	1	1
L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	fig|645463.3.peg.3451	fig|272563.8.peg.3595	1	1	1	1
none	fig|645463.3.peg.3450	fig|272563.8.peg.3594	1	1	0	0
none	fig|645463.3.peg.3449	fig|272563.8.peg.3593	1	1	0	0
none	fig|645463.3.peg.3448	fig|272563.8.peg.3592	1	1	0	0
cobalt-precorrin-7 (C5)-methyltransferase (EC 2.1.1.289)	fig|645463.3.peg.3447	fig|272563.8.peg.3591	1	1	1	1
none	fig|645463.3.peg.3446	fig|272563.8.peg.3590	1	1	0	0
none	fig|645463.3.peg.366	fig|272563.8.peg.359	1	1	0	0
none	fig|645463.3.peg.3445	fig|272563.8.peg.3589	1	1	0	0
cobalt-precorrin 5A hydrolase (EC 3.7.1.12)	fig|645463.3.peg.3444	fig|272563.8.peg.3588	1	1	1	1
none	fig|645463.3.peg.3443	fig|272563.8.peg.3587	1	1	0	0
none	fig|645463.3.peg.3442	fig|272563.8.peg.3586	1	1	0	0
Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)	fig|645463.3.peg.3441	fig|272563.8.peg.3585	1	1	1	1
Porphobilinogen deaminase (EC 2.5.1.61)	fig|645463.3.peg.3440	fig|272563.8.peg.3584	1	1	1	1
Uroporphyrinogen-III synthase (EC 4.2.1.75)	fig|645463.3.peg.3439	fig|272563.8.peg.3583	1	1	1	1
porphobilinogen synthase (EC 4.2.1.24)	fig|645463.3.peg.3438	fig|272563.8.peg.3582	1	1	1	1
none	fig|645463.3.peg.3437	fig|272563.8.peg.3581	1	1	0	0
Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	fig|645463.3.peg.3436	fig|272563.8.peg.3580	1	1	1	1
none	fig|645463.3.peg.365	fig|272563.8.peg.358	1	1	0	0
none	fig|645463.3.peg.3435	fig|272563.8.peg.3579	1	1	0	0
Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	fig|645463.3.peg.3434	fig|272563.8.peg.3578	1	1	1	1
none	fig|645463.3.peg.3433	fig|272563.8.peg.3577	1	1	0	0
none	fig|645463.3.peg.3432	fig|272563.8.peg.3576	1	1	0	0
none	fig|645463.3.peg.3431	fig|272563.8.peg.3575	1	1	0	0
none	fig|645463.3.peg.3430	fig|272563.8.peg.3574	1	1	0	0
none	fig|645463.3.peg.3429	fig|272563.8.peg.3573	1	1	0	0
none	fig|645463.3.peg.3428	fig|272563.8.peg.3572	1	1	0	0
none	fig|645463.3.peg.3427	fig|272563.8.peg.3571	1	1	0	0
none	fig|645463.3.peg.3426	fig|272563.8.peg.3570	1	1	0	0
none	fig|645463.3.peg.364	fig|272563.8.peg.357	1	1	0	0
none	fig|645463.3.peg.3425	fig|272563.8.peg.3569	1	1	0	0
none	fig|645463.3.peg.3424	fig|272563.8.peg.3568	1	1	0	0
none	fig|645463.3.peg.3423	fig|272563.8.peg.3567	1	1	0	0
none	fig|645463.3.peg.3422	fig|272563.8.peg.3566	1	1	0	0
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	fig|645463.3.peg.3421	fig|272563.8.peg.3565	1	1	1	1
none	fig|645463.3.peg.3420	fig|272563.8.peg.3564	1	1	0	0
none	fig|645463.3.peg.3419	fig|272563.8.peg.3563	1	1	0	0
none	fig|645463.3.peg.3418	fig|272563.8.peg.3562	1	1	0	0
none	fig|645463.3.peg.3417	fig|272563.8.peg.3561	1	1	0	0
none	fig|645463.3.peg.3416	fig|272563.8.peg.3560	1	1	0	0
none	fig|645463.3.peg.363	fig|272563.8.peg.356	1	1	0	0
none	fig|645463.3.peg.3415	fig|272563.8.peg.3559	1	1	0	0
6-phosphofructokinase (EC 2.7.1.11)	fig|645463.3.peg.3414	fig|272563.8.peg.3558	1	1	1	1
Pyruvate kinase (EC 2.7.1.40)	fig|645463.3.peg.3413	fig|272563.8.peg.3557	1	1	1	1
none	fig|645463.3.peg.3412	fig|272563.8.peg.3556	1	1	0	0
none	fig|645463.3.peg.3660	fig|272563.8.peg.3555	1	1	0	0
none	fig|645463.3.peg.3666	fig|272563.8.peg.3552	1	1	0	0
none	fig|645463.3.peg.3130	fig|272563.8.peg.3551	1	1	0	0
none	fig|645463.3.peg.362	fig|272563.8.peg.355	1	1	0	0
none	fig|645463.3.peg.3668	fig|272563.8.peg.3549	1	1	0	0
none	fig|645463.3.peg.3670	fig|272563.8.peg.3547	1	1	0	0
none	fig|645463.3.peg.3672	fig|272563.8.peg.3545	1	1	0	0
none	fig|645463.3.peg.3676	fig|272563.8.peg.3540	1	1	0	0
Acetaldehyde dehydrogenase (EC 1.2.1.10)	fig|645463.3.peg.361	fig|272563.8.peg.354	1	1	1	1
Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	fig|645463.3.peg.360	fig|272563.8.peg.353	1	1	1	1
none	fig|645463.3.peg.3411	fig|272563.8.peg.3529	1	1	0	0
none	fig|645463.3.peg.3410	fig|272563.8.peg.3528	1	1	0	0
none	fig|645463.3.peg.3409	fig|272563.8.peg.3527	1	1	0	0
none	fig|645463.3.peg.3408	fig|272563.8.peg.3526	1	1	0	0
none	fig|645463.3.peg.3407	fig|272563.8.peg.3525	1	1	0	0
none	fig|645463.3.peg.3406	fig|272563.8.peg.3524	1	1	0	0
none	fig|645463.3.peg.3405	fig|272563.8.peg.3523	1	1	0	0
none	fig|645463.3.peg.3404	fig|272563.8.peg.3522	1	1	0	0
none	fig|645463.3.peg.3403	fig|272563.8.peg.3521	1	1	0	0
none	fig|645463.3.peg.3402	fig|272563.8.peg.3520	1	1	0	0
none	fig|645463.3.peg.3401	fig|272563.8.peg.3519	1	1	0	0
none	fig|645463.3.peg.3400	fig|272563.8.peg.3518	1	1	0	0
none	fig|645463.3.peg.3399	fig|272563.8.peg.3517	1	1	0	0
none	fig|645463.3.peg.3398	fig|272563.8.peg.3516	1	1	0	0
none	fig|645463.3.peg.3397	fig|272563.8.peg.3515	1	1	0	0
none	fig|645463.3.peg.3396	fig|272563.8.peg.3514	1	1	0	0
none	fig|645463.3.peg.3395	fig|272563.8.peg.3513	1	1	0	0
none	fig|645463.3.peg.3394	fig|272563.8.peg.3512	1	1	0	0
none	fig|645463.3.peg.3393	fig|272563.8.peg.3511	1	1	0	0
Aspartate aminotransferase (EC 2.6.1.1)	fig|645463.3.peg.3392	fig|272563.8.peg.3510	1	1	1	1
none	fig|645463.3.peg.356	fig|272563.8.peg.351	1	1	0	0
none	fig|645463.3.peg.3391	fig|272563.8.peg.3509	1	1	0	0
none	fig|645463.3.peg.3390	fig|272563.8.peg.3508	1	1	0	0
none	fig|645463.3.peg.3389	fig|272563.8.peg.3507	1	1	0	0
none	fig|645463.3.peg.3388	fig|272563.8.peg.3506	1	1	0	0
none	fig|645463.3.peg.355	fig|272563.8.peg.350	1	1	0	0
none	fig|645463.3.peg.27	fig|272563.8.peg.35	1	1	0	0
none	fig|645463.3.peg.354	fig|272563.8.peg.349	1	1	0	0
none	fig|645463.3.peg.1860	fig|272563.8.peg.3484	1	1	0	0
none	fig|645463.3.peg.353	fig|272563.8.peg.348	1	1	0	0
none	fig|645463.3.peg.3387	fig|272563.8.peg.3479	1	1	0	0
none	fig|645463.3.peg.3386	fig|272563.8.peg.3478	1	1	0	0
none	fig|645463.3.peg.3385	fig|272563.8.peg.3477	1	1	0	0
none	fig|645463.3.peg.3377	fig|272563.8.peg.3476	1	1	0	0
none	fig|645463.3.peg.3376	fig|272563.8.peg.3475	1	1	0	0
none	fig|645463.3.peg.3375	fig|272563.8.peg.3474	1	1	0	0
none	fig|645463.3.peg.3374	fig|272563.8.peg.3473	1	1	0	0
Formate dehydrogenase H (EC 1.2.1.2)	fig|645463.3.peg.3373	fig|272563.8.peg.3472	1	1	1	1
none	fig|645463.3.peg.3372	fig|272563.8.peg.3471	1	1	0	0
none	fig|645463.3.peg.3371	fig|272563.8.peg.3470	1	1	0	0
none	fig|645463.3.peg.352	fig|272563.8.peg.347	1	1	0	0
none	fig|645463.3.peg.3370	fig|272563.8.peg.3469	1	1	0	0
none	fig|645463.3.peg.3369	fig|272563.8.peg.3468	1	1	0	0
none	fig|645463.3.peg.3368	fig|272563.8.peg.3467	1	1	0	0
none	fig|645463.3.peg.3367	fig|272563.8.peg.3466	1	1	0	0
none	fig|645463.3.peg.3366	fig|272563.8.peg.3465	1	1	0	0
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	fig|645463.3.peg.3365	fig|272563.8.peg.3464	1	1	1	1
none	fig|645463.3.peg.3364	fig|272563.8.peg.3463	1	1	0	0
none	fig|645463.3.peg.3363	fig|272563.8.peg.3462	1	1	0	0
none	fig|645463.3.peg.3362	fig|272563.8.peg.3461	1	1	0	0
none	fig|645463.3.peg.3361	fig|272563.8.peg.3460	1	1	0	0
none	fig|645463.3.peg.351	fig|272563.8.peg.346	1	1	0	0
none	fig|645463.3.peg.3360	fig|272563.8.peg.3459	1	1	0	0
none	fig|645463.3.peg.3359	fig|272563.8.peg.3458	1	1	0	0
none	fig|645463.3.peg.3358	fig|272563.8.peg.3456	1	1	0	0
none	fig|645463.3.peg.215	fig|272563.8.peg.3455	1	1	0	0
none	fig|645463.3.peg.3355	fig|272563.8.peg.3454	1	1	0	0
none	fig|645463.3.peg.3354	fig|272563.8.peg.3453	1	1	0	0
none	fig|645463.3.peg.3353	fig|272563.8.peg.3452	1	1	0	0
none	fig|645463.3.peg.3352	fig|272563.8.peg.3451	1	1	0	0
none	fig|645463.3.peg.3351	fig|272563.8.peg.3450	1	1	0	0
none	fig|645463.3.peg.350	fig|272563.8.peg.345	1	1	0	0
none	fig|645463.3.peg.3350	fig|272563.8.peg.3449	1	1	0	0
none	fig|645463.3.peg.3349	fig|272563.8.peg.3448	1	1	0	0
none	fig|645463.3.peg.3348	fig|272563.8.peg.3447	1	1	0	0
none	fig|645463.3.peg.3347	fig|272563.8.peg.3446	1	1	0	0
none	fig|645463.3.peg.3346	fig|272563.8.peg.3445	1	1	0	0
none	fig|645463.3.peg.3345	fig|272563.8.peg.3444	1	1	0	0
none	fig|645463.3.peg.3344	fig|272563.8.peg.3443	1	1	0	0
none	fig|645463.3.peg.3343	fig|272563.8.peg.3442	1	1	0	0
none	fig|645463.3.peg.3342	fig|272563.8.peg.3441	1	1	0	0
none	fig|645463.3.peg.3341	fig|272563.8.peg.3440	1	1	0	0
none	fig|645463.3.peg.349	fig|272563.8.peg.344	1	1	0	0
Sodium-dependent phosphate transporter	fig|645463.3.peg.3340	fig|272563.8.peg.3439	1	1	1	1
Glucose-6-phosphate isomerase (EC 5.3.1.9)	fig|645463.3.peg.3339	fig|272563.8.peg.3438	1	1	1	1
none	fig|645463.3.peg.3338	fig|272563.8.peg.3437	1	1	0	0
Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	fig|645463.3.peg.3337	fig|272563.8.peg.3436	1	1	1	0
Pyruvate formate-lyase (EC 2.3.1.54)	fig|645463.3.peg.3336	fig|272563.8.peg.3435	1	1	1	1
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	fig|645463.3.peg.3335	fig|272563.8.peg.3434	1	1	1	1
none	fig|645463.3.peg.3334	fig|272563.8.peg.3433	1	1	0	0
PTS system, mannose-specific IIB component (EC 2.7.1.69)	fig|645463.3.peg.3333	fig|272563.8.peg.3432	1	1	1	1
PTS system, mannose-specific IIA component (EC 2.7.1.69)	fig|645463.3.peg.3332	fig|272563.8.peg.3431	1	1	1	1
PTS system, mannose-specific IIC component (EC 2.7.1.69)	fig|645463.3.peg.3331	fig|272563.8.peg.3430	1	1	1	1
none	fig|645463.3.peg.347	fig|272563.8.peg.343	1	1	0	0
PTS system, mannose-specific IID component (EC 2.7.1.69)	fig|645463.3.peg.3330	fig|272563.8.peg.3429	1	1	1	1
none	fig|645463.3.peg.3329	fig|272563.8.peg.3428	1	1	0	0
Ferrous iron transport protein B	fig|645463.3.peg.3328	fig|272563.8.peg.3427	1	1	1	1
none	fig|645463.3.peg.3327	fig|272563.8.peg.3426	1	1	0	0
Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)	fig|645463.3.peg.3326	fig|272563.8.peg.3425	1	1	1	1
none	fig|645463.3.peg.3325	fig|272563.8.peg.3424	1	1	0	0
none	fig|645463.3.peg.3324	fig|272563.8.peg.3423	1	1	0	0
none	fig|645463.3.peg.3323	fig|272563.8.peg.3422	1	1	0	0
Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	fig|645463.3.peg.3322	fig|272563.8.peg.3421	1	1	1	1
none	fig|645463.3.peg.3321	fig|272563.8.peg.3420	1	1	0	0
none	fig|645463.3.peg.346	fig|272563.8.peg.342	1	1	0	0
none	fig|645463.3.peg.3320	fig|272563.8.peg.3419	1	1	0	0
none	fig|645463.3.peg.3319	fig|272563.8.peg.3418	1	1	0	0
none	fig|645463.3.peg.3315	fig|272563.8.peg.3417	1	1	0	0
Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	fig|645463.3.peg.3314	fig|272563.8.peg.3416	1	1	1	1
Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	fig|645463.3.peg.3313	fig|272563.8.peg.3415	1	1	1	1
Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	fig|645463.3.peg.3312	fig|272563.8.peg.3414	1	1	1	1
none	fig|645463.3.peg.3311	fig|272563.8.peg.3413	1	1	0	0
none	fig|645463.3.peg.3310	fig|272563.8.peg.3412	1	1	0	0
none	fig|645463.3.peg.3309	fig|272563.8.peg.3411	1	1	0	0
none	fig|645463.3.peg.3308	fig|272563.8.peg.3410	1	1	0	0
none	fig|645463.3.peg.345	fig|272563.8.peg.341	1	1	0	0
none	fig|645463.3.peg.1894	fig|272563.8.peg.341	1	1	0	0
Valyl-tRNA synthetase (EC 6.1.1.9)	fig|645463.3.peg.3307	fig|272563.8.peg.3409	1	1	1	1
none	fig|645463.3.peg.1893	fig|272563.8.peg.3408	1	1	0	0
none	fig|645463.3.peg.3306	fig|272563.8.peg.3408	1	1	0	0
none	fig|645463.3.peg.3384	fig|272563.8.peg.3408	1	1	0	0
none	fig|645463.3.peg.3305	fig|272563.8.peg.3407	1	1	0	0
Folylpolyglutamate synthase (EC 6.3.2.17)	fig|645463.3.peg.3304	fig|272563.8.peg.3406	1	1	1	1
none	fig|645463.3.peg.3303	fig|272563.8.peg.3405	1	1	0	0
none	fig|645463.3.peg.3302	fig|272563.8.peg.3404	1	1	0	0
none	fig|645463.3.peg.3301	fig|272563.8.peg.3403	1	1	0	0
none	fig|645463.3.peg.3300	fig|272563.8.peg.3402	1	1	0	0
none	fig|645463.3.peg.3299	fig|272563.8.peg.3401	1	1	0	0
none	fig|645463.3.peg.3298	fig|272563.8.peg.3400	1	1	0	0
none	fig|645463.3.peg.344	fig|272563.8.peg.340	1	1	0	0
none	fig|645463.3.peg.26	fig|272563.8.peg.34	1	1	0	0
none	fig|645463.3.peg.3297	fig|272563.8.peg.3398	1	1	0	0
none	fig|645463.3.peg.3296	fig|272563.8.peg.3397	1	1	0	0
D-proline reductase, 45 kDa subunit (EC 1.21.4.1)	fig|645463.3.peg.3295	fig|272563.8.peg.3396	1	1	1	1
none	fig|645463.3.peg.3294	fig|272563.8.peg.3395	1	1	0	0
D-proline reductase, 26 kDa subunit (EC 1.21.4.1)	fig|645463.3.peg.3293	fig|272563.8.peg.3394	1	1	1	1
D-proline reductase, 45 kDa subunit (EC 1.21.4.1)	fig|645463.3.peg.3292	fig|272563.8.peg.3393	1	1	1	1
