patric	product
645463.3.peg.1724	hypothetical_protein
645463.3.peg.1725	hypothetical_protein
645463.3.peg.1726	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate_acyltransferase_(EC_2.3.1.51)
645463.3.peg.1727	hypothetical_protein
645463.3.peg.1728	Transcriptional_regulator,_AraC_family
645463.3.peg.1729	hypothetical_protein
645463.3.peg.1730	hypothetical_protein
645463.3.peg.1731	hypothetical_protein
645463.3.peg.1732	hypothetical_protein
645463.3.peg.1733	Sodium-dependent_phosphate_transporter
645463.3.peg.160	Amidohydrolase
645463.3.peg.1734	hypothetical_protein
645463.3.peg.1735	hypothetical_protein
645463.3.peg.1736	Iron-sulfur_cluster_carrier_protein,_CA_C2982_type
645463.3.peg.1737	hypothetical_protein
645463.3.peg.1738	5-methyltetrahydrofolate--homocysteine_methyltransferase_(EC_2.1.1.13)
645463.3.peg.1739	methylcobamide:CoM_methyltransferase-related_protein
645463.3.peg.1740	hypothetical_protein
645463.3.peg.1741	Pyrimidine_5'-nucleotidase_YjjG_(EC_3.1.3.5)
645463.3.peg.1742	Transcriptional_regulator,_MerR_family
645463.3.peg.1743	D-glycerate_transporter_(predicted)
645463.3.peg.1744	ABC_transporter,_substrate-binding_protein_(cluster_3,_basic_aa/glutamine/opines)_/_Sensory_histidine_kinase,_AtoS-like
645463.3.peg.1745	Two-component_system_response_regulator_protein
645463.3.peg.1746	Sarcosine_reductase_component_B_alpha_subunit_(EC_1.21.4.3)
645463.3.peg.161	Substrate-specific_component_RibU_of_riboflavin_ECF_transporter
645463.3.peg.1747	Sarcosine_reductase_component_B_beta_subunit_(EC_1.21.4.3)_@_selenocysteine-containing
645463.3.peg.1748	FeoA-like_protein
645463.3.peg.1749	Sodium/glutamate_symporter
645463.3.peg.1750	Adenosine_deaminase_(EC_3.5.4.4)
645463.3.peg.1751	EcsC_protein
645463.3.peg.15	tRNA-specific_adenosine-34_deaminase_(EC_3.5.4.33)
645463.3.peg.1752	Uncharacterized_protein_YjiM
645463.3.peg.1753	Similar_to_benzoyl-CoA_reductase_subunit_D
645463.3.peg.1754	Cell_surface_protein
645463.3.peg.162	hypothetical_protein
645463.3.peg.1755	hypothetical_protein
645463.3.peg.1756	hypothetical_protein
645463.3.peg.1757	ATPase_component_of_general_energizing_module_of_ECF_transporters
645463.3.peg.1758	ABC_transporter,_permease_protein
645463.3.peg.1759	D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)
645463.3.peg.1760	Transcriptional_regulator,_Xre_family
645463.3.peg.1761	Peptide_deformylase_(EC_3.5.1.88)
645463.3.peg.1762	hypothetical_protein
645463.3.peg.1763	Radical_SAM_domain_protein
645463.3.peg.1764	hypothetical_protein
645463.3.peg.1765	hypothetical_protein
645463.3.peg.1766	Ferredoxin
645463.3.peg.1767	Phenazine_biosynthesis_protein_PhzF_like
645463.3.peg.1768	Phenazine_biosynthesis_protein_PhzF_like
645463.3.peg.1769	Uncharacterized_protein_DUF2992,_B._subtilis_YjdF_ortholog
645463.3.peg.1770	Uncharacterized_membrane_protein_YsdA
645463.3.peg.163	tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaE
645463.3.peg.1771	Solo_B3/4_domain_(OB-fold_DNA/RNA-binding)_of_Phe-aaRS-beta
645463.3.peg.1772	ADP-ribose_pyrophosphatase_(EC_3.6.1.13)
645463.3.peg.1773	putative_lipoprotein
645463.3.peg.1774	NAD-dependent_glyceraldehyde-3-phosphate_dehydrogenase_(EC_1.2.1.12)
645463.3.peg.164	tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB
645463.3.peg.1775	hypothetical_protein
645463.3.peg.1776	Activator_of_(R)-2-hydroxyglutaryl-CoA_dehydratase
645463.3.peg.1777	Methylated-DNA--protein-cysteine_methyltransferase_(EC_2.1.1.63)
645463.3.peg.1778	hypothetical_protein
645463.3.peg.165	Ribosomal-protein-S18p-alanine_acetyltransferase_(EC_2.3.1.128)
645463.3.peg.1779	hypothetical_protein
645463.3.peg.1780	hypothetical_protein
645463.3.peg.1781	ABC_transporter,_substrate-binding_protein_(cluster_3,_basic_aa/glutamine/opines)
645463.3.peg.1782	ABC_transporter,_permease_protein_(cluster_3,_basic_aa/glutamine/opines)
645463.3.peg.1783	ABC_transporter,_ATP-binding_protein_(cluster_3,_basic_aa/glutamine/opines)
645463.3.peg.166	N(6)-L-threonylcarbamoyladenine_synthase_(EC_2.3.1.234)
645463.3.peg.1784	FIG138056:_a_glutathione-dependent_thiol_reductase
645463.3.peg.1785	hypothetical_protein
645463.3.peg.1786	ATP-utilizing_enzyme_of_the_PP-loop_superfamily
645463.3.peg.1787	23S_rRNA_(guanine(2445)-N(2))-methyltransferase_(EC_2.1.1.173)
645463.3.peg.1788	hypothetical_protein
645463.3.peg.1789	Two-component_transcriptional_response_regulator,_LuxR_family
645463.3.peg.1790	Two-component_system_sensor_histidine_kinase
645463.3.peg.1791	tRNA_pseudouridine(38-40)_synthase_(EC_5.4.99.12)
645463.3.peg.1792	Argininosuccinate_synthase_(EC_6.3.4.5)
645463.3.peg.1793	hypothetical_protein
645463.3.peg.1794	Transcriptional_regulator,_MerR_family
645463.3.peg.167	4-hydroxyphenylacetate_decarboxylase,_large_subunit_(EC_4.1.1.83)
645463.3.peg.1795	hypothetical_protein
645463.3.peg.1796	hypothetical_protein
645463.3.peg.1797	hypothetical_protein
645463.3.peg.1798	putative_exonuclease
645463.3.peg.1799	hypothetical_protein
645463.3.peg.1800	L-threonine_3-dehydrogenase_(EC_1.1.1.103)
645463.3.peg.1801	no_significant_homology_1_putative_transmembrane_region_was_found_by_PSORT
645463.3.peg.1802	hypothetical_protein
645463.3.peg.1803	hypothetical_protein
645463.3.peg.1804	Putative_sulfite_reductase,_GSU1351_type
645463.3.peg.1805	NADH_dehydrogenase_(EC_1.6.99.3)
645463.3.peg.1806	hypothetical_protein
645463.3.peg.1807	Transcriptional_regulator,_LysR_family
645463.3.peg.1808	Tellurium_resistance_protein_TerD
645463.3.peg.1809	Tellurium_resistance_protein_TerD
645463.3.peg.1810	UPF0750_membrane_protein_YvjA
645463.3.peg.1811	MBL-fold_metallo-hydrolase_superfamily
645463.3.peg.1812	Cell_surface_protein
645463.3.peg.1813	Sucrose_operon_repressor_ScrR,_LacI_family
645463.3.peg.1814	Sucrose-6-phosphate_hydrolase_(EC_3.2.1.26)
645463.3.peg.1815	Fructokinase_(EC_2.7.1.4)
645463.3.peg.1816	Iron-sulfur_flavoprotein
645463.3.peg.1817	Diaminopimelate_decarboxylase_(EC_4.1.1.20)
645463.3.peg.1818	hypothetical_protein
645463.3.peg.1819	Multidrug-efflux_transporter,_major_facilitator_superfamily_(MFS)
645463.3.peg.1820	Transcriptional_regulator,_MecI_family
645463.3.peg.1821	hypothetical_protein
645463.3.peg.1822	hypothetical_protein
645463.3.peg.1823	hypothetical_protein
645463.3.peg.1824	Phosphoglycerate_mutase_(EC_5.4.2.11)
645463.3.peg.1825	NAD(FAD)-utilizing_dehydrogenases
645463.3.peg.168	4-hydroxyphenylacetate_decarboxylase,_small_subunit_(EC_4.1.1.83)
645463.3.peg.1826	Cytidylate_kinase_(EC_2.7.4.25)
645463.3.peg.1827	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate_acyltransferase_(EC_2.3.1.51)
645463.3.peg.1828	4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_(EC_1.17.7.4)
645463.3.peg.169	4-hydroxyphenylacetate_decarboxylase_activating_enzyme
645463.3.peg.1829	Predicted_manganese_transporter,_11_TMS
645463.3.peg.1830	Adenine_deaminase_(EC_3.5.4.2)
645463.3.peg.1831	Thiol_peroxidase,_Bcp-type_(EC_1.11.1.15)
645463.3.peg.1832	UPF0246_protein_YaaA
645463.3.peg.1833	Cation-transporting_ATPase
645463.3.peg.1834	O-acetylhomoserine_sulfhydrylase_(EC_2.5.1.49)_@_O-succinylhomoserine_sulfhydrylase_(EC_2.5.1.48)
645463.3.peg.1835	Homoserine_O-succinyltransferase_(EC_2.3.1.46)
645463.3.peg.1836	Transcriptional_regulator_MarR
645463.3.peg.1837	Cell_division-associated,_ATP-dependent_zinc_metalloprotease_FtsH
645463.3.peg.170	CAAX_amino_terminal_protease_family_protein
645463.3.peg.1838	Osmosensitive_K+_channel_histidine_kinase_KdpD
645463.3.peg.1839	DNA-binding_response_regulator_KdpE
645463.3.peg.1840	Magnesium_and_cobalt_transport_protein_CorA
645463.3.peg.16	DNA_polymerase_III_subunits_gamma_and_tau_(EC_2.7.7.7)
645463.3.peg.1841	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)
645463.3.peg.1842	3-dehydroquinate_synthase_(EC_4.2.3.4)
645463.3.peg.1843	3-phosphoshikimate_1-carboxyvinyltransferase_(EC_2.5.1.19)
645463.3.peg.1844	Chorismate_synthase_(EC_4.2.3.5)
645463.3.peg.171	hypothetical_protein
645463.3.peg.1845	Chorismate_mutase_I_(EC_5.4.99.5)_/_Prephenate_dehydratase_(EC_4.2.1.51)
645463.3.peg.1846	Shikimate_5-dehydrogenase_I_alpha_(EC_1.1.1.25)
645463.3.peg.1847	Shikimate_kinase_I_(EC_2.7.1.71)
645463.3.peg.1848	Prephenate_and/or_arogenate_dehydrogenase_(unknown_specificity)_(EC_1.3.1.12)(EC_1.3.1.43)
645463.3.peg.1849	hypothetical_protein
645463.3.peg.1850	hypothetical_protein
645463.3.peg.1851	hypothetical_protein
645463.3.peg.1852	NimC/NimA_family_protein
645463.3.peg.1853	Conserved_repeat_domain_protein
645463.3.peg.1854	hypothetical_protein
645463.3.peg.1855	FIG00519962:_hypothetical_protein
645463.3.peg.1856	hypothetical_protein
645463.3.peg.1857	TrsK-like_protein
645463.3.peg.1858	TrsK-like_protein
645463.3.peg.1859	hypothetical_protein
645463.3.peg.1860	hypothetical_protein
645463.3.peg.1861	Excisionase_protein_Cthe_0522
645463.3.peg.1862	Two-component_transcriptional_response_regulator,_LuxR_family
645463.3.peg.1863	Two-component_system_sensor_histidine_kinase
645463.3.peg.1864	Efflux_ABC_transporter,_ATP-binding_protein
645463.3.peg.1865	FIG00516595:_hypothetical_protein
645463.3.peg.172	putative_glyoxalase
645463.3.peg.1866	Efflux_ABC_transporter,_permease_protein
645463.3.peg.1867	hypothetical_protein
645463.3.peg.1868	hypothetical_protein
645463.3.peg.1869	hypothetical_protein
645463.3.peg.1870	FIG00528570:_hypothetical_protein
645463.3.peg.1871	hypothetical_protein
645463.3.peg.1872	Mobilization_protein
645463.3.peg.1873	hypothetical_protein
645463.3.peg.1874	DNA_replication_protein_DnaD
645463.3.peg.1875	Helicase_loader_DnaI
645463.3.peg.1876	hypothetical_protein
645463.3.peg.1877	TrsK-like_protein
645463.3.peg.1878	hypothetical_protein
645463.3.peg.1879	hypothetical_protein
645463.3.peg.1880	FIG00521594:_hypothetical_protein
645463.3.peg.1881	hypothetical_protein
645463.3.peg.1882	hypothetical_protein
645463.3.peg.1883	FIG00520066:_hypothetical_protein
645463.3.peg.1884	DNA_primase_amino-terminal_domain
645463.3.peg.1885	hypothetical_protein
645463.3.peg.173	Two-component_transcriptional_response_regulator,_LuxR_family
645463.3.peg.1886	hypothetical_protein
645463.3.peg.1887	hypothetical_protein
645463.3.peg.1888	Site-specific_recombinase
645463.3.peg.1889	hypothetical_protein
645463.3.peg.1890	hypothetical_protein
645463.3.peg.1891	Probable_RNA_methylase
645463.3.peg.1892	hypothetical_protein
645463.3.peg.1893	Two-component_transcriptional_response_regulator,_LuxR_family
645463.3.peg.1894	Excisionase_protein_Cthe_0522
645463.3.peg.1895	hypothetical_protein
645463.3.peg.1896	hypothetical_protein
645463.3.peg.1897	Maff2_family_protein
645463.3.peg.1898	Transcriptional_regulator,_MarR_family
645463.3.peg.1899	Multi_antimicrobial_extrusion_protein_(Na(+)/drug_antiporter),_MATE_family_of_MDR_efflux_pumps
645463.3.peg.174	Efflux_ABC_transporter,_permease/ATP-binding_protein
645463.3.peg.1900	hypothetical_protein
645463.3.peg.1901	hypothetical_protein
645463.3.peg.1902	FIG01032111:_hypothetical_protein
645463.3.peg.1903	FIG01020362:_hypothetical_protein
645463.3.peg.1904	hypothetical_protein
645463.3.peg.1905	DNA_primase_amino-terminal_domain
645463.3.peg.1906	hypothetical_protein
645463.3.peg.1907	hypothetical_protein
645463.3.peg.1908	hypothetical_protein
645463.3.peg.1909	hypothetical_protein
645463.3.peg.1910	Tn5252,_Orf23
645463.3.peg.1911	hypothetical_protein
645463.3.peg.1912	hypothetical_protein
645463.3.peg.1913	TrsE-like_protein
645463.3.peg.1914	NLP/P60_family_protein
645463.3.peg.1915	hypothetical_protein
645463.3.peg.175	Radical_SAM_domain_protein
645463.3.peg.1916	Mature_parasite-infected_erythrocyte_surface_antigen_(MESA)_or_PfEMP2
645463.3.peg.1917	DNA_topoisomerase_III_(EC_5.99.1.2)
645463.3.peg.1918	hypothetical_protein
645463.3.peg.1919	FIG00524451:_hypothetical_protein
645463.3.peg.1920	FIG00516476:_hypothetical_protein
645463.3.peg.1921	Transcriptional_regulator,_Xre_family
645463.3.peg.1922	FIG131328:_Predicted_ATP-dependent_endonuclease_of_the_OLD_family
645463.3.peg.176	hypothetical_protein
645463.3.peg.1923	FIG116849:_hypothetical_protein
645463.3.peg.1924	hypothetical_protein
645463.3.peg.1925	hypothetical_protein
645463.3.peg.1926	COG1340:_Uncharacterized_archaeal_coiled-coil_protein
645463.3.peg.1927	FIG00514634:_hypothetical_protein
645463.3.peg.1928	Thioredoxin_family_protein
645463.3.peg.1929	Polyferredoxin
645463.3.peg.1930	ABC_transporter_membrane-spanning_permease,_Pep_export,_Vex1
645463.3.peg.1931	ABC_transporter,_ATP-binding_protein_Vex2
645463.3.peg.1932	ABC_transporter_membrane-spanning_permease,_Pep_export,_Vex3
645463.3.peg.1933	Two-component_response_regulator_VncR
645463.3.peg.1934	Sensor_histidine_kinase_VncS
645463.3.peg.177	hypothetical_protein
645463.3.peg.1935	hypothetical_protein
645463.3.peg.1936	FIG00532040:_hypothetical_protein
645463.3.peg.1937	FIG00522149:_hypothetical_protein
645463.3.peg.1938	Phage_integrase
645463.3.peg.1939	hypothetical_protein
645463.3.peg.178	hypothetical_protein
645463.3.peg.1940	ABC_transporter,_substrate-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)
645463.3.peg.1941	Methyltransferase_type_11
645463.3.peg.1942	Aminoacyl-tRNA_editing_enzyme_ProX
645463.3.peg.1943	putative_plasmid-related_protein
645463.3.peg.179	Uncharacterized_amino_acid_permease,_GabP_family
645463.3.peg.1944	general_stress_protein,_putative
645463.3.peg.1945	putative_lipoprotein
645463.3.peg.1946	hypothetical_protein
645463.3.peg.1947	N-acetylmuramoyl-L-alanine_amidase
645463.3.peg.1948	dCMP_deaminase_(EC_3.5.4.12)_@_Late_competence_protein_ComEB
645463.3.peg.1949	hypothetical_protein
645463.3.peg.1950	Transcriptional_regulator,_Xre_family
645463.3.peg.1951	hypothetical_protein
645463.3.peg.1952	Hydroxymethylpyrimidine_ABC_transporter,_transmembrane_component
645463.3.peg.1953	hypothetical_protein
645463.3.peg.1954	Site-specific_recombinase
645463.3.peg.1955	hypothetical_protein
645463.3.peg.1956	Ethanol_dehydrogenase_[NAD+]
645463.3.peg.1957	Ethanolamine_utilization_protein_similar_to_PduU
645463.3.peg.1958	Ethanolamine_utilization_protein_similar_to_PduV
645463.3.peg.1959	Ethanolamine_two-component_response_regulator
645463.3.peg.1960	Ethanolamine_sensory_transduction_histidine_kinase
645463.3.peg.1961	Ethanolamine_utilization_protein_EutA
645463.3.peg.180	N-acetyl-L,L-diaminopimelate_deacetylase_homolog
645463.3.peg.1962	Ethanolamine_ammonia-lyase_heavy_chain_(EC_4.3.1.7)
645463.3.peg.1963	Ethanolamine_ammonia-lyase_light_chain_(EC_4.3.1.7)
645463.3.peg.1964	Ethanolamine_utilization_polyhedral-body-like_protein_EutL
645463.3.peg.1965	hypothetical_protein
645463.3.peg.1966	Acetaldehyde_dehydrogenase_(EC_1.2.1.10)_@_Acetaldehyde_dehydrogenase_(EC_1.2.1.10),_ethanolamine_utilization_cluster
645463.3.peg.1967	Ethanolamine_utilization_protein_similar_to_PduA/PduJ
645463.3.peg.1968	ATP:Cob(I)alamin_adenosyltransferase_(EC_2.5.1.17)_@_ATP:Cob(I)alamin_adenosyltransferase_(EC_2.5.1.17),_ethanolamine_utilization
645463.3.peg.1969	Ethanolamine_utilization_protein_similar_to_PduL
645463.3.peg.1970	Protein_clustered_with_ethanolamine_utilization
645463.3.peg.1971	Ethanolamine_utilization_polyhedral-body-like_protein_EutN
645463.3.peg.1972	Ethanolamine_utilization_protein_similar_to_PduT
645463.3.peg.1973	Ethanolamine_permease
645463.3.peg.1974	Ethanolamine_utilization_protein_EutQ
645463.3.peg.1975	Transcriptional_regulator,_MarR_family
645463.3.peg.1976	hypothetical_protein
645463.3.peg.1977	Aminobenzoyl-glutamate_transport_protein
645463.3.peg.1978	Cystathionine_beta-lyase_(EC_4.4.1.8)
645463.3.peg.181	hypothetical_protein
645463.3.peg.1979	Hydroxymethylpyrimidine_ABC_transporter,_ATPase_component
645463.3.peg.1980	hypothetical_protein
645463.3.peg.1981	hypothetical_protein
645463.3.peg.1982	MBL-fold_metallo-hydrolase_superfamily
645463.3.peg.1983	SOS-response_repressor_and_protease_LexA_(EC_3.4.21.88)
645463.3.peg.1984	Integrase/recombinase_xerD
645463.3.peg.1985	hypothetical_protein
645463.3.peg.1986	hypothetical_protein
645463.3.peg.1987	Spore_core_dehydratation_and_coat_assembly_protein_SpoVS
645463.3.peg.1988	Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)
645463.3.peg.1989	Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)
645463.3.peg.1990	Biotin_carboxylase_of_acetyl-CoA_carboxylase_(EC_6.3.4.14)
645463.3.peg.1991	Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase
645463.3.peg.1992	hypothetical_protein
645463.3.peg.1993	hypothetical_protein
645463.3.peg.1994	tRNA_(guanine(46)-N(7))-methyltransferase_(EC_2.1.1.33)
645463.3.peg.1995	HesB-like_domain
645463.3.peg.1996	hypothetical_protein
645463.3.peg.1997	Lactoylglutation_lyase
645463.3.peg.1998	Transcriptional_regulator,_AraC_family
645463.3.peg.1999	ABC-type_antimicrobial_peptide_transport_system,_ATPase_component
645463.3.peg.2000	hypothetical_protein
645463.3.peg.2001	Two-component_system_sensor_histidine_kinase
645463.3.peg.2002	UPF0750_membrane_protein_YvjA
645463.3.peg.182	hypothetical_protein
645463.3.peg.2003	Acetyltransferase,_GNAT_family
645463.3.peg.2004	Transcriptional_regulator,_LysR_family
645463.3.peg.2005	hypothetical_protein
645463.3.peg.2006	ABC_transporter-coupled_two-component_system,_fused_permease_protein
645463.3.peg.17	Nucleoid-associated_protein_YaaK
645463.3.peg.2007	ABC_transporter-coupled_two-component_system,_ATP-binding_protein
645463.3.peg.2008	ABC_transporter-coupled_two-component_system,_signal_transduction_histidine_kinase
645463.3.peg.2009	ABC_transporter-coupled_two-component_system,_LuxR_family_response_regulator
645463.3.peg.183	MATE_efflux_family_protein
645463.3.peg.2010	putative_reductive_dehalogenase
645463.3.peg.2011	ABC_transporter-coupled_two-component_system,_LuxR_family_response_regulator
645463.3.peg.2012	ABC_transporter-coupled_two-component_system,_signal_transduction_histidine_kinase
645463.3.peg.2013	ABC_transporter-coupled_two-component_system,_ATP-binding_protein
645463.3.peg.2014	ABC_transporter-coupled_two-component_system,_fused_permease_protein
645463.3.peg.2015	FIG00513963:_hypothetical_protein
645463.3.peg.2016	Transcriptional_regulator,_AcrR_family
645463.3.peg.2017	FIG00883731:_hypothetical_protein
645463.3.peg.2018	putative_acyl-CoA_thioesterase
645463.3.peg.2019	hypothetical_protein
645463.3.peg.2020	Uncharacterized_DUF554_membrane_protein
645463.3.peg.2021	YbaK/ProX-family_protein_CD1969
645463.3.peg.2022	Metal-dependent_hydrolase
645463.3.peg.184	Bis-ABC_ATPase_YheS
645463.3.peg.2023	hypothetical_protein
645463.3.peg.2024	Putative_Xaa-His_dipeptidase
645463.3.peg.2025	Aluminum_resistance_protein
645463.3.peg.2026	RNA-binding_protein_Hfq
645463.3.peg.2027	tRNA_dimethylallyltransferase_(EC_2.5.1.75)
645463.3.peg.2028	DNA_mismatch_repair_protein_MutL
645463.3.peg.2029	DNA_mismatch_repair_protein_MutS
645463.3.peg.2030	Hydroxymethylpyrimidine_ABC_transporter,_ATPase_component
645463.3.peg.2031	Hydroxymethylpyrimidine_ABC_transporter,_substrate-binding_component
645463.3.peg.2032	Hydroxymethylpyrimidine_ABC_transporter,_transmembrane_component
645463.3.peg.2033	hypothetical_protein
645463.3.peg.2034	hypothetical_protein
645463.3.peg.2035	Transcriptional_regulator,_HxlR_family
645463.3.peg.2036	Mobile_element_protein
645463.3.peg.2037	Phenazine_biosynthesis_PhzC/PhzF_protein
645463.3.peg.2038	Phenazine_biosynthesis_protein_PhzF_like
645463.3.peg.2039	Uncharacterized_Nudix_hydrolase_NudL
645463.3.peg.18	Recombination_protein_RecR
645463.3.peg.2040	tRNA-i(6)A37_methylthiotransferase_(EC_2.8.4.3)
645463.3.peg.185	Redox-sensing_transcriptional_repressor_Rex
645463.3.peg.2041	Cell_surface_protein
645463.3.peg.2042	Substrate-specific_component_TrpP_of_tryptophan_ECF_transporter
645463.3.peg.2043	hypothetical_protein
645463.3.peg.2044	hypothetical_protein
645463.3.peg.2045	hypothetical_protein
645463.3.peg.186	Uncharacterized_protein_MA0381
645463.3.peg.2046	hypothetical_protein
645463.3.peg.2047	Cold_shock_protein_of_CSP_family
645463.3.peg.2048	hypothetical_protein
645463.3.peg.2049	hypothetical_protein
645463.3.peg.2050	hypothetical_protein
645463.3.peg.2051	putative_decarboxylase
645463.3.peg.2052	hypothetical_protein
645463.3.peg.2053	FIG004131:_Transcriptional_regulator,_ArsR_family
645463.3.peg.2054	hypothetical_protein
645463.3.peg.2055	Transmembrane_protein_YfcA
645463.3.peg.2056	hypothetical_protein
645463.3.peg.2057	hypothetical_protein
645463.3.peg.187	Ferredoxin
645463.3.peg.2058	Regulatory_protein_MerR
645463.3.peg.2059	hypothetical_protein
645463.3.peg.2060	Flavodoxin
645463.3.peg.2061	Major_intracellular_serine_protease_precursor_(EC_3.4.21.-)
645463.3.peg.188	putative_lipoprotein
645463.3.peg.2062	Dihydroxy-acid_dehydratase_(EC_4.2.1.9)
645463.3.peg.2063	hypothetical_protein
645463.3.peg.2064	Uncharacterized_membrane_spanning_protein,_contains_VanZ-like_domain
645463.3.peg.2065	hypothetical_protein
645463.3.peg.2066	Helix-turn-helix_domain_protein
645463.3.peg.2067	hypothetical_protein
645463.3.peg.2068	Transcriptional_regulator,_AraC_family
645463.3.peg.2069	Uncharacterized_MFS-type_transporter
645463.3.peg.2070	Chaperone_protein_ClpB_(ATP-dependent_unfoldase)
645463.3.peg.2071	hypothetical_protein
645463.3.peg.2072	hypothetical_protein
645463.3.peg.189	Similar_to_carbon_monoxide_dehydrogenase_CooS_subunit
645463.3.peg.2073	Transcriptional_regulator,_GntR_family
645463.3.peg.2074	ABC_transporter,_ATP-binding_protein
645463.3.peg.2075	Efflux_ABC_transporter,_permease_protein
645463.3.peg.2076	Acetyltransferase
645463.3.peg.2077	N-carbamoyl-L-amino_acid_hydrolase_(EC_3.5.1.87)
645463.3.peg.2078	Aspartate_racemase_(EC_5.1.1.13)
645463.3.peg.2079	hypothetical_protein
645463.3.peg.2080	Ornithine_carbamoyltransferase_(EC_2.1.3.3)
645463.3.peg.2081	N-acetylornithine_aminotransferase_(EC_2.6.1.11)
645463.3.peg.2082	N-acetylglutamate_kinase_(EC_2.7.2.8)
645463.3.peg.2083	Glutamate_N-acetyltransferase_(EC_2.3.1.35)_@_N-acetylglutamate_synthase_(EC_2.3.1.1)
645463.3.peg.2084	N-acetyl-gamma-glutamyl-phosphate_reductase_(EC_1.2.1.38)
645463.3.peg.2085	Acetyltransferase,_GNAT_family
645463.3.peg.2086	hypothetical_protein
645463.3.peg.2087	Transcriptional_regulator
645463.3.peg.2088	Putative_hydrolase
645463.3.peg.2089	hypothetical_protein
645463.3.peg.2090	hypothetical_protein
645463.3.peg.2091	Uncharacterized_transcriptional_regulator_YozG,_Cro/CI_family
645463.3.peg.2092	hypothetical_protein
645463.3.peg.190	Nitrite_reductase_probable_electron_transfer_4Fe-S_subunit_(EC_1.7.1.4)
645463.3.peg.2093	hypothetical_protein
645463.3.peg.2094	Transcriptional_regulator,_RpiR_family
645463.3.peg.2095	Putative_rRNA_methylase_YtqB
645463.3.peg.2096	LSU_rRNA_pseudouridine(2605)_synthase_(EC_5.4.99.22)
645463.3.peg.2097	hypothetical_protein
645463.3.peg.2098	Uncharacterized_UPF0118_membrane_protein
645463.3.peg.191	Nitrite_reductase_probable_[NAD(P)H]_subunit_(EC_1.7.1.4)
645463.3.peg.2099	hypothetical_protein
645463.3.peg.2100	Diaminopimelate_decarboxylase_(EC_4.1.1.20)
645463.3.peg.2101	Aspartokinase_(EC_2.7.2.4)
645463.3.peg.2102	hypothetical_protein
645463.3.peg.2103	hypothetical_protein
645463.3.peg.2104	hypothetical_protein
645463.3.peg.2105	hypothetical_protein
645463.3.peg.2106	Glutaminyl-tRNA_synthetase_(EC_6.1.1.18)
645463.3.peg.2107	Transcription_regulator_[contains_diacylglycerol_kinase_catalytic_domain]
645463.3.peg.2108	Transcriptional_regulators_of_sugar_metabolism
645463.3.peg.2109	hypothetical_protein
645463.3.peg.192	Cyclopropane-fatty-acyl-phospholipid_synthase_(EC_2.1.1.79)
645463.3.peg.2110	hypothetical_protein
645463.3.peg.2111	hypothetical_protein
645463.3.peg.2112	Transcriptional_regulator,_MecI_family
645463.3.peg.2113	Phage_integrase
645463.3.peg.19	hypothetical_protein
645463.3.peg.2114	hypothetical_protein
645463.3.peg.2115	Bis-ABC_ATPase_YbiT
645463.3.peg.2116	Molybdopterin_molybdenumtransferase_(EC_2.10.1.1)
645463.3.peg.2117	Molybdenum_cofactor_cytidylyltransferase_(EC_2.7.7.76)
645463.3.peg.2118	Molybdenum_cofactor_guanylyltransferase_(EC_2.7.7.77)
645463.3.peg.2119	Transposase
645463.3.peg.2120	Possible_hypoxanthine_oxidase_XdhD_(EC_1.-.-.-)
645463.3.peg.2121	Xanthine_dehydrogenase,_FAD_binding_subunit_(EC_1.17.1.4)
645463.3.peg.2122	Xanthine_permease
645463.3.peg.193	hypothetical_protein
645463.3.peg.2123	Chromosome_partition_protein_smc
645463.3.peg.2124	Dihydroorotate_dehydrogenase-like_protein
645463.3.peg.2125	Amidohydrolase
645463.3.peg.2126	Possible_hypoxanthine_oxidase_XdhD_(EC_1.-.-.-)
645463.3.peg.2127	Xanthine_dehydrogenase,_FAD_binding_subunit_(EC_1.17.1.4)
645463.3.peg.2128	Xanthine_dehydrogenase_iron-sulfur_subunit_(EC_1.17.1.4)
645463.3.peg.2129	Guanine_deaminase_(EC_3.5.4.3);_Hydroxydechloroatrazine_ethylaminohydrolase_(EC_3.5.99.3)
645463.3.peg.194	NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2)
645463.3.peg.2130	Dihydropyrimidinase_(EC_3.5.2.2)_@_D-hydantoinase_(EC_3.5.2.2)
645463.3.peg.2131	Uncharacterized_deacetylase
645463.3.peg.2132	Diaminopropionate_ammonia-lyase_(EC_4.3.1.15)
645463.3.peg.2133	NADPH-dependent_FMN_reductase
645463.3.peg.2134	Xanthine_dehydrogenase,_molybdenum_binding_subunit_(EC_1.17.1.4)
